sale_id,product_id,product_name,category,manufacturer,batch_number,expiration_date,restock_date,units_in_stock,units_sold,sale_date,unit_price,total_sale_amount,store_id,store_name,store_street_address,store_city,store_state,store_postal_code,store_country,sale_month,sale_year,days_to_expiry,days_since_restock
SYN05995,P1030,Albuterol Inhaler,bronchodilator,RespiraMed,ALB-24B-030,2026-01-21,2024-11-13,43,2,2024-12-04,43.894621874962006,87.79,ST030,UrbanMeds,90 7th Ave,New York,NY,10001,USA,12,2024,-71,505
SYN05996,P1112,Metformin 500mg,other,GlucoWell,MET-24A,2028-01-21,2027-01-22,183,11,2027-02-13,9.162201238850196,100.78,ST030,CityMed RX,400 Oak Dr,Charlotte,NC,28205,USA,2,2027,659,-295
SYN05997,P1009,Influenza Vaccine,vaccine,BioShield,FLU-24V-009,2026-01-31,2024-09-05,395,69,2024-09-30,18.62251947808476,1284.95,ST009,Giant Chemist,450 Union Ave,Seattle,WA,98101,USA,9,2024,-61,574
SYN05998,P1232,Diphenhydramine 25mg,antihistamine,AllergyFree Labs,DIPH-2403C,2025-12-04,2024-11-06,97,4,2024-11-04,6.014438949234858,24.06,ST022,MetroCare Pharmacy,1220 Maple Ave,Newport,KY,41071,USA,11,2024,-119,512
SYN05999,P1030,Albuterol Inhaler,bronchodilator,RespiraMed,ALB-24B-030,2025-12-23,2024-11-10,40,2,2024-11-24,46.02707863167696,92.05,ST030,UrbanMeds,90 7th Ave,New York,NY,10001,USA,11,2024,-100,508
SYN06000,P1044,Ibuprofen 400mg,analgesic,HealWell Pharma,IBU-24A-044,2026-12-11,2025-11-16,131,8,2025-11-25,9.772039430925297,78.18,ST001,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,11,2025,253,137
SYN06001,P1641,Claritin-D 24 Hour,antihistamine,AllergyFree Labs,CLAR-2401V,2025-11-23,2024-10-10,74,10,2024-10-13,17.27015033271246,172.7,ST021,UrbanMed Pharmacy,420 Elm St,Newark,NJ,7107,USA,10,2024,-130,539
SYN06002,P1111,Cholecalciferol 2000IU,supplement,NutriHealth Inc.,CHO-25B,2028-12-16,2027-12-05,64,7,2027-12-25,7.950255901199553,55.65,ST028,Sunrise Drugs,512 11th Ave,Seattle,WA,98122,USA,12,2027,989,-612
SYN06003,P1340,Cyanocobalamin 1mg,supplement,NutriHealth,B12-2403B,2025-10-19,2024-10-01,41,4,2024-10-11,8.857431164291922,35.43,ST030,Healthwise RX,400 Pine Dr,Reno,NV,89501,USA,10,2024,-165,548
SYN06004,P1440,Vitamin B Complex,supplement,NutriHealth Inc,VITB-24A,2027-02-02,2026-03-04,147,9,2026-03-03,12.948053655152306,116.53,ST048,Health Express,505 State Ave,Raleigh,NC,27601,USA,3,2026,306,29
SYN06005,P1350,Hydrocodone/APAP 5/325,analgesic,PainRelief Ltd.,HYC-24B,2025-10-02,2024-09-11,44,2,2024-09-13,13.693681569410202,27.39,ST039,Metro Medical,350 8th Ave,New York,NY,10011,USA,9,2024,-182,568
SYN06006,P1012,Prednisone 20mg,hormone,EndoLife Corp,PRD-23P-012,2025-07-25,2024-07-16,34,2,2024-08-19,23.8173795416393,47.63,ST012,MetroCare Pharmacy,880 North Ave,Minneapolis,MN,55401,USA,8,2024,-251,625
SYN06007,P1490,Zinc Gluconate 50mg,supplement,NutriHealth,ZIN-2401G,2025-11-25,2024-11-01,110,6,2024-11-04,6.583122704085716,39.5,ST029,Bright Life Pharmacy,563 Ridgeway Rd,Boise,ID,83702,USA,11,2024,-128,517
SYN06008,P1638,Methylprednisolone 4mg,hormone,Steroidex Inc.,MPRED-2402D,2025-09-23,2024-09-21,10,1,2024-10-07,37.981502291633376,37.98,ST015,Family RX,900 Oak Dr,Toledo,OH,43606,USA,10,2024,-191,558
SYN06009,P1039,Potassium 99mg,supplement,NutriHealth Inc,POT-24B-039,2026-09-24,2025-09-03,84,5,2025-09-03,8.634413237013302,43.17,ST039,MetroCare Pharmacy,880 North Ave,Minneapolis,MN,55401,USA,9,2025,175,211
SYN06010,P1379,Estradiol 1mg,hormone,FemCare Pharma,EST-2401B,2026-04-03,2024-06-10,16,4,2024-06-09,61.49985011240312,246.0,ST026,Unity Pharmacy,101 Main St,Grand Rapids,MI,49503,USA,6,2024,1,661
SYN06011,P1032,Clopidogrel 75mg,antiplatelet,HealWell Pharma,CLO-24C-032,2026-04-19,2025-03-13,58,1,2025-03-29,21.989782361822883,21.99,ST032,Care Max,200 Main Ave,Raleigh,NC,27601,USA,3,2025,17,385
SYN06012,P1023,Cyanocobalamin 1mg,supplement,NutriHealth Inc,CYN-24B-023,2026-08-20,2025-07-18,62,4,2025-07-24,11.215390278022356,44.86,ST023,VitaCare Pharmacy,212 Clover Ln,Charlotte,NC,28202,USA,7,2025,140,258
SYN06013,P1225,Prednisone 10mg,hormone,PharmaGenix,PRE-24X,2027-11-09,2026-11-04,25,1,2027-02-08,48.04524997842558,48.05,ST026,Metro Medical,350 8th Ave,New York,NY,10011,USA,2,2027,586,-216
SYN06014,P1011,Vitamin B12 1000mcg,supplement,NutriHealth Inc.,VITB-25A,2028-10-27,2027-10-14,41,3,2027-10-21,9.238674219562505,27.72,ST039,GenPharm,3300 E 1st Ave,Denver,CO,80206,USA,10,2027,939,-560
SYN06015,P1001,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-24A-001,2025-11-18,2024-10-20,121,7,2024-11-03,7.620622428390086,53.34,ST001,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,11,2024,-135,529
SYN06016,P1084,Loratadine 10mg,antihistamine,Allergonix,LOR-24A,2027-07-26,2026-08-13,71,6,2026-09-16,8.943914387583613,53.66,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014,USA,9,2026,480,-133
SYN06017,P1212,Melatonin 5mg,supplement,NutriHealth Inc,MEL-231C,2027-03-07,2026-03-12,212,14,2026-03-19,6.428965694361641,90.01,ST025,SleepWell Drugs,9 Dream Cir,Los Angeles,CA,90001,USA,3,2026,339,21
SYN06018,P1010,Ranitidine 150mg,antacid,Digestive Solutions,RAN-23R-010,2025-12-15,2024-11-22,1993,149,2024-12-23,2.91155882968313,433.82,ST010,BulkMed Supply,600 Industrial Rd,Dallas,TX,75201,USA,12,2024,-108,496
SYN06019,P1108,Pantoprazole 40mg,antacid,DigestAid Corp,PAN-25B,2028-08-06,2027-08-04,136,10,2027-08-17,12.92398597934953,129.24,ST039,GenPharm,3300 E 1st Ave,Denver,CO,80206,USA,8,2027,857,-489
SYN06020,P1035,Melatonin 3mg,supplement,NutriHealth Inc.,MEL-25D,2028-01-31,2027-01-31,28,3,2027-03-04,7.118766361057425,21.36,ST028,Sunrise Drugs,512 11th Ave,Seattle,WA,98122,USA,3,2027,669,-304
SYN06021,P1131,Levothyroxine 50mcg,hormone,ThyroGenix,LTX-23A1,2025-11-16,2024-12-06,10,3,2024-12-10,45.66461254698112,136.99,ST017,ExpressRx,1012 Hillside Rd,Eugene,OR,97401,USA,12,2024,-137,482
SYN06022,P1013,Acetaminophen 500mg,analgesic,HealWell Pharma,ACE-24Q,2025-11-25,2025-01-12,93,7,2025-01-17,9.143242225451738,64.0,ST010,HealthFirst Pharmacy,1000 Main St,Boston,MA,2118,USA,1,2025,-128,445
SYN06023,P1111,Cholecalciferol 2000IU,supplement,NutriHealth Inc.,CHO-25B,2028-12-23,2027-12-13,48,5,2027-12-15,7.964422249813361,39.82,ST028,Sunrise Drugs,512 11th Ave,Seattle,WA,98122,USA,12,2027,996,-620
SYN06024,P1353,Hydrocodone/APAP 5-325mg,analgesic,HealWell Pharma,HCAP-2404C,2026-04-06,2024-04-16,34,2,2024-04-09,13.172231535765368,26.34,ST019,Lakeview Pharmacy,882 Willow Ave,Duluth,MN,55802,USA,4,2024,4,716
SYN06025,P1113,Vitamin E 400IU,supplement,NutriHealth Inc.,VITE-25A,2028-12-16,2027-12-29,44,3,2028-01-05,7.6605942644291645,22.98,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703,USA,1,2028,989,-636
SYN06026,P1039,Potassium 99mg,supplement,NutriHealth Inc,POT-24B-039,2026-10-10,2025-08-21,76,4,2025-08-29,7.921435992429535,31.69,ST039,MetroCare Pharmacy,880 North Ave,Minneapolis,MN,55401,USA,8,2025,191,224
SYN06027,P1043,Prednisone 10mg,hormone,EndoLife Corp,PRD-23P-043,2026-09-07,2025-07-17,14,2,2025-08-13,22.65123486282511,45.3,ST012,MetroCare Pharmacy,880 North Ave,Minneapolis,MN,55401,USA,8,2025,158,259
SYN06028,P1012,Vitamin D3 1000IU,supplement,NutriHealth Inc.,VITD-24C,2027-05-23,2026-06-13,53,2,2026-07-03,5.701726030802024,11.4,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703,USA,7,2026,416,-72
SYN06029,P1043,Ibuprofen 400mg,analgesic,HealWell Pharma,IBU-25B,2028-02-22,2027-02-15,96,7,2027-02-18,9.851164533133902,68.96,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014,USA,2,2027,691,-319
SYN06030,P1003,Vitamin D3 1000IU,supplement,NutriHealth Inc,VD3-24B-003,2026-01-30,2024-12-11,196,11,2025-01-11,8.810830344679891,96.92,ST003,PharmaTrust,450 Oak Blvd,Denver,CO,80203,USA,1,2025,-62,477
SYN06031,P1038,Paracetamol 500mg,analgesic,HealWell Pharma,PAR-24P-038,2026-11-02,2025-09-10,193,8,2025-09-13,7.507321309900099,60.06,ST038,PrimeHealth,800 Health St,Phoenix,AZ,85004,USA,9,2025,214,204
SYN06032,P1038,Paracetamol 500mg,analgesic,HealWell Pharma,PAR-24P-038,2026-09-16,2025-09-06,196,8,2025-09-15,7.262385382654285,58.1,ST038,PrimeHealth,800 Health St,Phoenix,AZ,85004,USA,9,2025,167,208
SYN06033,P1131,Levothyroxine 50mcg,hormone,ThyroGenix,LTX-23A1,2025-11-23,2024-12-06,13,1,2024-12-16,47.89535882287152,47.9,ST017,ExpressRx,1012 Hillside Rd,Eugene,OR,97401,USA,12,2024,-130,482
SYN06034,P1121,Flu Vaccine 2027,vaccine,Vaxilife,FLU-27B,2028-03-04,2027-09-18,396,100,2027-10-01,17.58031901838329,1758.03,ST035,Seasonal RX,1120 Brookside Dr,Minneapolis,MN,55407,USA,10,2027,702,-534
SYN06035,P1051,Hydroxyzine 25mg,antihistamine,Allergonix,HYD-25A,2028-09-28,2027-09-17,42,2,2027-09-12,9.355591015031107,18.71,ST036,ScriptRx,6029 Old Main St,Richmond,VA,23219,USA,9,2027,910,-533
SYN06036,P1076,Amoxicillin 875mg,antibiotic,MediCore Labs,AMX-24C,2027-08-04,2026-06-08,96,8,2026-07-09,15.916781480426344,127.33,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703,USA,7,2026,489,-67
SYN06037,P1029,Azithromycin 250mg,antibiotic,MediCore Labs,AZI-24A-029,2026-11-01,2025-10-02,61,1,2025-10-25,19.81877891216325,19.82,ST029,GoodHealth Drugs,232 Main St,Houston,TX,77002,USA,10,2025,213,182
SYN06038,P1084,Loratadine 10mg,antihistamine,Allergonix,LOR-24A,2027-09-08,2026-08-11,72,7,2026-09-19,9.108971838600786,63.76,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014,USA,9,2026,524,-131
SYN06039,P1340,Cyanocobalamin 1mg,supplement,NutriHealth,B12-2403B,2025-11-11,2024-10-07,47,4,2024-10-16,9.04414642278966,36.18,ST030,Healthwise RX,400 Pine Dr,Reno,NV,89501,USA,10,2024,-142,542
SYN06040,P1082,Ciprofloxacin 500mg,antibiotic,MediCore Labs,CIP-25B,2028-10-24,2027-10-24,108,8,2027-11-09,15.516000018284952,124.13,ST033,PharmaBest,2909 Walnut Ave,Reno,NV,89502,USA,11,2027,936,-570
SYN06041,P1005,Calcium 600mg,supplement,NutriHealth Inc,CAL-24D-005,2026-09-05,2025-07-20,102,9,2025-08-10,9.516977537967366,85.65,ST005,CityRx Pharmacy,159 West Loop,Chicago,IL,60607,USA,8,2025,156,256
SYN06042,P1654,Aspirin 81mg,analgesic,HealWell Pharma,ASP-2402N,2026-11-19,2024-11-01,167,8,2024-11-16,5.376778384309452,43.01,ST018,HealthFirst Pharmacy,938 King St,Columbus,OH,43201,USA,11,2024,231,517
SYN06043,P1004,Cetirizine 10mg,antihistamine,AllergyFree Ltd,CTZ-24C-004,2025-10-19,2024-08-20,52,2,2024-09-10,14.499179386152989,29.0,ST004,WellnessMed,789 3rd St,Austin,TX,73301,USA,9,2024,-165,590
SYN06044,P1152,Metformin 500mg,other,GlucoseRx,MET-231B,2025-08-27,2024-08-08,159,7,2024-08-22,8.665380492808888,60.66,ST019,Sunrise Pharmacy,75 Ocean Ave,Miami,FL,33101,USA,8,2024,-218,602
SYN06045,P1290,Lisinopril 10mg,other,HeartMeds Inc,LIS-24D,2026-11-17,2025-10-17,97,3,2025-10-25,10.35598508421192,31.07,ST033,City Pharmacy,823 Oak Ave,Phoenix,AZ,85001,USA,10,2025,229,167
SYN06046,P1083,Clindamycin 300mg,antibiotic,MediCore Labs,CLI-25A,2028-09-14,2027-10-11,90,6,2027-10-23,22.09655334130636,132.58,ST032,BestMed,1905 Westgate Blvd,Austin,TX,78745,USA,10,2027,896,-557
SYN06047,P1045,Acetaminophen 500mg,analgesic,HealWell Pharma,ACE-25B,2028-05-19,2027-04-03,113,10,2027-05-09,7.069896313271123,70.7,ST036,ScriptRx,6029 Old Main St,Richmond,VA,23219,USA,5,2027,778,-366
SYN06048,P1014,Metformin 500mg,antidiabetic,MediCore Labs,MET-24M-014,2026-07-29,2025-08-04,248,12,2025-08-12,8.617242276126474,103.41,ST014,UrbanMeds,90 7th Ave,New York,NY,10001,USA,8,2025,118,241
SYN06049,P1011,Melatonin 5mg,supplement,NutriHealth Inc,MEL-24M-011,2025-11-03,2024-10-26,70,6,2024-11-15,9.096148197298938,54.58,ST011,GreenLeaf Drugs,77 Pine St,Boulder,CO,80301,USA,11,2024,-150,523
SYN06050,P1344,Ciprofloxacin 500mg,antibiotic,MediCore Labs,CIP-24A,2027-07-10,2026-06-11,67,5,2026-06-19,19.28904619506073,96.45,ST038,Summit Pharmacy,57 Hill Rd,Salt Lake City,UT,84101,USA,6,2026,464,-70
SYN06051,P1183,Vitamin D3 2000IU,supplement,NutriHealth Group,VD3-2024A,2026-02-21,2024-12-07,145,1,2025-01-10,11.925065523359786,11.93,ST022,GreenLife Drugstore,725 Oak Dr,Portland,OR,97205,USA,1,2025,-40,481
SYN06052,P1118,Tetanus Vaccine,vaccine,Vaxilife,TET-27C,2029-01-04,2027-12-11,807,300,2027-12-29,14.560937408839242,4368.28,ST035,Seasonal RX,1120 Brookside Dr,Minneapolis,MN,55407,USA,12,2027,1008,-618
SYN06053,P1615,Meclizine 25mg,antihistamine,AllergyFree Labs,MEC-2402M,2026-03-09,2024-03-04,50,2,2024-03-03,8.854877045343398,17.71,ST022,MetroCare Pharmacy,1220 Maple Ave,Newport,KY,41071,USA,3,2024,-24,759
SYN06054,P1015,Loratadine 10mg,antihistamine,AllergyFree Ltd,LOR-24C-015,2026-04-19,2025-03-10,66,3,2025-03-30,13.704079026959551,41.11,ST015,Wellbeing Pharmacy,2012 Lakeside Dr,Madison,WI,53703,USA,3,2025,17,388
SYN06055,P1116,Tdap Vaccine 2027,vaccine,Vaxilife,TDAP-27A,2028-11-11,2027-09-17,590,249,2027-10-07,19.45557917726422,4844.44,ST041,Vaccine Depot,4201 Health Pkwy,Dallas,TX,75231,USA,10,2027,954,-533
SYN06056,P1044,Ibuprofen 400mg,analgesic,HealWell Pharma,IBU-24A-044,2026-11-23,2025-11-14,143,10,2025-11-14,9.7260390828449,97.26,ST001,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,11,2025,235,139
SYN06057,P1021,Aspirin 81mg,analgesic,HealWell Pharma,ASP-25B,2028-02-29,2027-01-30,93,4,2027-03-13,5.314489779085005,21.26,ST028,Sunrise Drugs,512 11th Ave,Seattle,WA,98122,USA,3,2027,698,-303
SYN06058,P1041,Ranitidine 150mg,antacid,Digestive Solutions,RAN-23R-041,2026-12-06,2025-12-03,1801,110,2025-12-07,3.3206511395880045,365.27,ST010,BulkMed Supply,600 Industrial Rd,Dallas,TX,75201,USA,12,2025,248,120
SYN06059,P1032,Clopidogrel 75mg,antiplatelet,HealWell Pharma,CLO-24C-032,2026-04-04,2025-03-10,60,3,2025-03-26,20.609182224806933,61.83,ST032,Care Max,200 Main Ave,Raleigh,NC,27601,USA,3,2025,2,388
SYN06060,P1021,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-2401A,2025-08-24,2024-08-20,115,5,2024-09-14,9.631542532679472,48.16,ST019,Lakeview Pharmacy,882 Willow Ave,Duluth,MN,55802,USA,9,2024,-221,590
SYN06061,P1890,Insulin Glargine 100U/mL,hormone,NovoHealth,INS-2023K,2026-02-28,2025-01-05,24,2,2024-12-29,78.12683963586177,156.25,ST026,Metro Specialty Rx,2300 Willow St,Richmond,VA,23220,USA,12,2024,-33,452
SYN06062,P1017,Cetirizine 10mg,antihistamine,MediCore Labs,CET-2401,2026-07-02,2025-05-24,84,7,2025-06-23,10.85523915715827,75.99,ST017,MediPlus,145 River Rd,Denver,CO,80203,USA,6,2025,91,313
SYN06063,P1059,Fexofenadine 180mg,antihistamine,Allergonix,FEX-24C,2027-11-27,2026-12-08,56,3,2027-01-02,13.54822805199211,40.64,ST031,RxDirect,2501 6th Ave,Tacoma,WA,98406,USA,1,2027,604,-250
SYN06064,P1006,Famotidine 20mg,antacid,Digestive Solutions,FMT-23F-006,2025-06-08,2024-04-23,125,5,2024-04-15,12.537110528123282,62.69,ST006,ExpressRx,456 Elm St,Portland,OR,97201,USA,4,2024,-298,709
SYN06065,P1346,Amoxicillin 500mg,antibiotic,MediCore Inc.,AMX-24B,2026-06-05,2024-05-23,88,6,2025-04-15,12.812400636085703,76.87,ST023,Uptown Pharmacy,4812 Maple Ave,Dallas,TX,75219,USA,4,2025,64,679
SYN06066,P1101,Omeprazole 20mg,antacid,DigestAid Corp,OME-25A,2028-05-12,2027-04-02,174,13,2027-04-09,10.366775247238364,134.77,ST021,HealthFirst Pharmacy,3371 Maple St,Springfield,IL,62703,USA,4,2027,771,-365
SYN06067,P1318,Simvastatin 20mg,lipid-lowering,CardioGen,SIMV-2403E,2026-06-15,2024-06-08,71,7,2024-06-21,10.423461804220228,72.96,ST026,Unity Pharmacy,101 Main St,Grand Rapids,MI,49503,USA,6,2024,74,663
SYN06068,P1607,Simethicone 80mg,antacid,GastroCare,SIM-2402Q,2025-08-13,2024-08-04,126,4,2024-08-15,6.801048598763706,27.2,ST011,Sunrise Health,2107 Market St,Riverside,CA,92501,USA,8,2024,-232,606
SYN06069,P1514,Albuterol Inhaler,bronchodilator,Airways Pharmaceuticals,ALB-2403A,2025-08-07,2024-08-05,35,4,2024-08-15,20.95481322473117,83.82,ST019,Lakeview Pharmacy,882 Willow Ave,Duluth,MN,55802,USA,8,2024,-238,605
SYN06070,P1331,Folic Acid 400mcg,supplement,NutriHealth Inc,FOL-24A,2027-01-05,2025-11-23,191,7,2025-12-10,7.677771475635959,53.74,ST037,GreenLeaf Pharmacy,100 Elm Dr,Columbus,OH,43215,USA,12,2025,278,130
SYN06071,P1277,Insulin Glargine,hormone,PharmaGenix,INS-24G,2028-01-16,2026-12-22,12,2,2027-01-01,127.406729820098,254.81,ST031,ExpressRx,390 Pine St,Seattle,WA,98101,USA,1,2027,654,-264
SYN06072,P1572,Influenza Vaccine 2024,vaccine,ImmuniSafe,FLU-24B,2026-02-11,2024-09-23,338,74,2024-10-17,14.748596054274236,1091.4,ST025,Care Max Pharmacy,2513 River Rd,Lafayette,LA,70501,USA,10,2024,-50,556
SYN06073,P1382,Lisinopril 10mg,antihypertensive,CardioGen,LIS-2403A,2026-03-01,2024-03-06,85,8,2024-03-05,9.025653047305944,72.21,ST027,Community Health RX,390 Oakley Ln,Mobile,AL,36609,USA,3,2024,-32,757
SYN06074,P1284,Multivitamin Tablets,supplement,NutriHealth,MV-2401A,2026-01-23,2024-01-15,133,11,2024-01-18,8.597013076863487,94.57,ST018,HealthFirst Pharmacy,938 King St,Columbus,OH,43201,USA,1,2024,-69,808
SYN06075,P1149,Omeprazole 20mg,antacid,GastroCare,OME-23C,2027-10-30,2026-12-04,1209,341,2027-01-14,7.481748459118395,2551.28,ST018,Pharmacy Depot,201 Liberty St,Atlanta,GA,30303,USA,1,2027,576,-246
SYN06076,P1638,Methylprednisolone 4mg,hormone,Steroidex Inc.,MPRED-2402D,2025-10-18,2024-10-08,16,2,2024-10-04,39.05760992991852,78.12,ST015,Family RX,900 Oak Dr,Toledo,OH,43606,USA,10,2024,-166,541
SYN06077,P1177,Fish Oil 1200mg,supplement,NutriHealth Inc,FISH-24A,2026-12-19,2025-12-07,195,10,2026-01-02,12.782193220386947,127.82,ST021,Superior Rx,640 7th St,Cleveland,OH,44113,USA,1,2026,261,116
SYN06078,P1344,Ciprofloxacin 500mg,antibiotic,MediCore Labs,CIP-24A,2027-05-31,2026-06-10,76,4,2026-06-17,19.538706867581944,78.15,ST038,Summit Pharmacy,57 Hill Rd,Salt Lake City,UT,84101,USA,6,2026,424,-69
SYN06079,P1084,Loratadine 10mg,antihistamine,Allergonix,LOR-24A,2027-09-08,2026-08-09,67,7,2026-09-12,9.43398551892183,66.04,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014,USA,9,2026,524,-129
SYN06080,P1019,Vitamin C 500mg,supplement,NutriHealth Inc.,VITC-24D,2027-12-09,2026-12-28,51,5,2027-01-12,6.410459814382636,32.05,ST034,GoodHealth RX,17 Eastview Blvd,Orlando,FL,32806,USA,1,2027,616,-270
SYN06081,P1043,Prednisone 10mg,hormone,EndoLife Corp,PRD-23P-043,2026-08-10,2025-07-15,19,3,2025-08-16,21.871643798496542,65.61,ST012,MetroCare Pharmacy,880 North Ave,Minneapolis,MN,55401,USA,8,2025,130,261
SYN06082,P1041,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-24A,2026-03-15,2025-03-09,80,5,2025-05-25,7.636842837722499,38.18,ST024,MediValue Pharmacy,1820 Oakview Dr,Aurora,CO,80014,USA,5,2025,-18,389
SYN06083,P1411,Montelukast 10mg,antihistamine,RespiraMed,MON-24M,2027-06-26,2026-06-19,64,4,2026-06-13,14.108269573440356,56.43,ST045,Superior Rx,640 7th St,Cleveland,OH,44113,USA,6,2026,450,-78
SYN06084,P1023,Cyanocobalamin 1mg,supplement,NutriHealth Inc,CYN-24B-023,2026-07-11,2025-07-19,74,3,2025-07-30,11.640913827971596,34.92,ST023,VitaCare Pharmacy,212 Clover Ln,Charlotte,NC,28202,USA,7,2025,100,257
SYN06085,P1095,Lisinopril 10mg,other,CardioPlus,LIS-25B,2028-04-11,2027-03-13,81,5,2027-04-07,14.064628313943937,70.32,ST034,GoodHealth RX,17 Eastview Blvd,Orlando,FL,32806,USA,4,2027,740,-345
SYN06086,P1033,Multivitamin Gummies,supplement,NutriHealth Inc.,MVG-25A,2028-01-29,2027-01-11,24,5,2027-02-05,7.413189937125955,37.07,ST034,GoodHealth RX,17 Eastview Blvd,Orlando,FL,32806,USA,2,2027,667,-284
SYN06087,P1411,Influenza Vaccine 2024,vaccine,MedVax Labs,FLU-2024B,2026-01-22,2024-09-04,318,83,2024-10-30,17.39125026382563,1443.47,ST027,WellSpring Clinic,4850 Lakeview Dr,Madison,WI,53705,USA,10,2024,-70,575
SYN06088,P1340,Cyanocobalamin 1mg,supplement,NutriHealth,B12-2403B,2025-10-07,2024-09-30,35,5,2024-10-14,8.90337987520551,44.52,ST030,Healthwise RX,400 Pine Dr,Reno,NV,89501,USA,10,2024,-177,549
SYN06089,P1467,Tums Antacid 500mg,antacid,GastroCare,TUMS-2404D,2026-11-23,2024-12-01,343,51,2024-12-12,6.740237023340225,343.75,ST010,Giant Chemist,77 Commerce Blvd,Dallas,TX,75204,USA,12,2024,235,487
SYN06090,P1340,Cyanocobalamin 1mg,supplement,NutriHealth,B12-2403B,2025-09-22,2024-09-22,51,5,2024-10-15,9.436310868291455,47.18,ST030,Healthwise RX,400 Pine Dr,Reno,NV,89501,USA,10,2024,-192,557
SYN06091,P1011,Melatonin 5mg,supplement,NutriHealth Inc,MEL-24M-011,2025-11-13,2024-10-29,63,4,2024-11-06,9.417225105330706,37.67,ST011,GreenLeaf Drugs,77 Pine St,Boulder,CO,80301,USA,11,2024,-140,520
SYN06092,P1136,Levothyroxine 100mcg,hormone,PharmaGenix,LEV-23F,2028-04-19,2027-11-13,16,2,2028-01-20,40.31648718581626,80.63,ST016,HealthFirst Pharmacy,390 Pine St,Seattle,WA,98101,USA,1,2028,748,-590
SYN06093,P1092,Levothyroxine 75mcg,hormone,ThyroGenix,LEV-23F,2027-12-23,2026-01-06,10,3,2026-04-04,37.18626402989483,111.56,ST027,Care Max Pharmacy,9212 Pinecrest Rd,Columbia,SC,29223,USA,4,2026,630,86
SYN06094,P1503,Hydrochlorothiazide 25mg,antihypertensive,CardioGen,HTZ-2402P,2026-01-16,2024-02-11,71,5,2024-02-07,11.342380730810724,56.71,ST026,Unity Pharmacy,101 Main St,Grand Rapids,MI,49503,USA,2,2024,-76,781
SYN06095,P1033,Multivitamin Gummies,supplement,NutriHealth Inc.,MVG-25A,2028-01-20,2027-01-17,27,3,2027-02-08,7.0438435804285975,21.13,ST034,GoodHealth RX,17 Eastview Blvd,Orlando,FL,32806,USA,2,2027,658,-290
SYN06096,P1388,Glipizide 5mg,other,GlucoseRx,GLI-24A,2025-10-22,2024-11-11,72,5,2024-11-16,9.511189373219668,47.56,ST042,Sunrise Pharmacy,75 Ocean Ave,Miami,FL,33101,USA,11,2024,-162,507
SYN06097,P1106,Rabeprazole 20mg,antacid,DigestAid Corp,RAB-24B,2027-12-24,2027-01-02,204,15,2027-01-11,11.75225857698316,176.28,ST029,QuickMed Pharmacy,801 Elm St,Tampa,FL,33605,USA,1,2027,631,-275
SYN06098,P1175,Calcium+D3 600mg/400IU,supplement,NutriHealth,CALD3-2402D,2026-02-18,2024-04-06,63,7,2024-04-07,10.354197062359106,72.48,ST029,Bright Life Pharmacy,563 Ridgeway Rd,Boise,ID,83702,USA,4,2024,-43,726
SYN06099,P1005,Calcium 600mg,supplement,NutriHealth Inc,CAL-24D-005,2026-07-29,2025-08-06,85,8,2025-08-12,9.822860036459032,78.58,ST005,CityRx Pharmacy,159 West Loop,Chicago,IL,60607,USA,8,2025,118,239
SYN06100,P1044,Ibuprofen 400mg,analgesic,HealWell Pharma,IBU-24A-044,2026-12-10,2025-11-04,130,10,2025-11-26,10.040003027422324,100.4,ST001,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,11,2025,252,149
SYN06101,P1427,Alendronate 70mg,other,BoneCare,ALE-24A,2028-04-01,2027-04-09,52,3,2027-04-15,32.881179071876005,98.64,ST046,Summit Pharmacy,57 Hill Rd,Salt Lake City,UT,84101,USA,4,2027,730,-372
SYN06102,P1103,Famotidine 20mg,antacid,DigestAid Corp,FAM-24D,2027-10-03,2026-10-16,112,6,2027-01-12,8.137706581113441,48.83,ST034,GoodHealth RX,17 Eastview Blvd,Orlando,FL,32806,USA,1,2027,549,-197
SYN06103,P1001,Ibuprofen 200mg,analgesic,HealWell Pharma,IBU-24A-001,2025-12-09,2024-10-29,116,5,2024-11-09,8.150973079481858,40.75,ST001,HealthFirst Pharmacy,123 Market St,Springfield,IL,62701,USA,11,2024,-114,520
